id_grade,lat_centroide,lon_centroide,populacao,domicilios,bairro,tipo_local,zona,area_km2,municipio,cd_municipio
1KME6163N8926,-21.385885,-42.756018,37,17,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6187N8925,-21.386109,-42.523945,2,1,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6162N8926,-21.386247,-42.765672,29,12,Pedra Linda,localidade rural,rural,1.0005,Cataguases,3115300
1KME6186N8925,-21.386478,-42.533599,7,3,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6161N8926,-21.386608,-42.775326,3,1,São Manoel do Guaiaçu,distrito urbano,rural,1.0005,Cataguases,3115300
1KME6185N8925,-21.386848,-42.543252,2,1,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6184N8925,-21.387217,-42.552905,10,4,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6183N8925,-21.387585,-42.562558,2,1,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6182N8925,-21.387953,-42.572212,4,2,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6181N8925,-21.388321,-42.581865,0,0,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6180N8925,-21.388689,-42.591519,2,2,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6179N8925,-21.389057,-42.601172,0,0,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6178N8925,-21.389424,-42.610825,0,0,Aracati de Minas,distrito rural,rural,1.0007,Cataguases,3115300
1KME6177N8925,-21.38979,-42.620479,5,2,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6176N8925,-21.390157,-42.630132,0,0,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6175N8925,-21.390523,-42.639786,3,1,Hermenegildo Marote,bairro,rural,1.0007,Cataguases,3115300
1KME6174N8925,-21.390889,-42.649439,0,0,Hermenegildo Marote,bairro,rural,1.0007,Cataguases,3115300
1KME6173N8925,-21.391254,-42.659093,0,0,Hermenegildo Marote,bairro,urbana,1.0007,Cataguases,3115300
1KME6172N8925,-21.391619,-42.668747,1,1,Vila São José,localidade rural,urbana,1.0006,Cataguases,3115300
1KME6171N8925,-21.391984,-42.6784,2010,766,Antônio Justino,bairro,urbana,1.0006,Cataguases,3115300
1KME6170N8925,-21.392349,-42.688054,2299,996,Vila Tereza,bairro,urbana,1.0006,Cataguases,3115300
1KME6169N8925,-21.392713,-42.697708,2836,1125,Jardim,bairro,urbana,1.0006,Cataguases,3115300
1KME6168N8925,-21.393077,-42.707361,5120,1964,Centenário,bairro,urbana,1.0006,Cataguases,3115300
1KME6167N8925,-21.393441,-42.717015,721,248,Ana Carrara,bairro,urbana,1.0006,Cataguases,3115300
1KME6166N8925,-21.393804,-42.726669,16,6,Ana Carrara,bairro,urbana,1.0006,Cataguases,3115300
1KME6165N8925,-21.394167,-42.736323,12,5,Barão de Camargos,localidade rural,urbana,1.0006,Cataguases,3115300
1KME6164N8925,-21.39453,-42.745976,40,17,Barão de Camargos,localidade rural,rural,1.0005,Cataguases,3115300
1KME6163N8925,-21.394892,-42.75563,34,12,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6187N8924,-21.395116,-42.523549,12,3,Laranjal,distrito rural,rural,1.0008,Cataguases,3115300
1KME6162N8925,-21.395254,-42.765284,19,6,Pedra Linda,localidade rural,rural,1.0005,Cataguases,3115300
1KME6186N8924,-21.395486,-42.533203,16,7,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6161N8925,-21.395616,-42.774938,19,7,Pedra Linda,localidade rural,rural,1.0005,Cataguases,3115300
1KME6185N8924,-21.395855,-42.542856,10,4,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6184N8924,-21.396224,-42.55251,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6183N8924,-21.396592,-42.562164,5,2,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6182N8924,-21.396961,-42.571817,0,0,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6181N8924,-21.397329,-42.581471,0,0,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6180N8924,-21.397696,-42.591125,0,0,Aracati de Minas,distrito rural,rural,1.0007,Cataguases,3115300
1KME6179N8924,-21.398064,-42.600778,4,2,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6178N8924,-21.398431,-42.610432,2,1,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6177N8924,-21.398798,-42.620086,0,0,Lajinha,localidade rural,rural,1.0007,Cataguases,3115300
1KME6176N8924,-21.399164,-42.62974,0,0,Hermenegildo Marote,bairro,rural,1.0007,Cataguases,3115300
1KME6175N8924,-21.39953,-42.639394,0,0,Hermenegildo Marote,bairro,rural,1.0007,Cataguases,3115300
1KME6174N8924,-21.399896,-42.649048,15,7,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6173N8924,-21.400262,-42.658701,6,2,São João,bairro,urbana,1.0007,Cataguases,3115300
1KME6172N8924,-21.400627,-42.668355,1672,563,São Vicente,bairro,urbana,1.0006,Cataguases,3115300
1KME6171N8924,-21.400992,-42.678009,266,96,Antônio Justino,bairro,urbana,1.0006,Cataguases,3115300
1KME6170N8924,-21.401356,-42.687663,669,241,Beira Rio,bairro,urbana,1.0006,Cataguases,3115300
1KME6169N8924,-21.401721,-42.697317,3284,1246,Chácara Paraíso,bairro,urbana,1.0006,Cataguases,3115300
1KME6168N8924,-21.402085,-42.706971,718,271,Primavera,bairro,urbana,1.0006,Cataguases,3115300
1KME6167N8924,-21.402448,-42.716625,910,332,Bonsucesso,bairro,urbana,1.0006,Cataguases,3115300
1KME6166N8924,-21.402812,-42.72628,79,25,Ana Carrara,bairro,urbana,1.0006,Cataguases,3115300
1KME6165N8924,-21.403175,-42.735934,6,3,Barão de Camargos,localidade rural,urbana,1.0006,Cataguases,3115300
1KME6164N8924,-21.403537,-42.745588,1,1,Barão de Camargos,localidade rural,rural,1.0006,Cataguases,3115300
1KME6163N8924,-21.4039,-42.755242,0,0,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6162N8924,-21.404262,-42.764896,0,0,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6186N8923,-21.404493,-42.532807,10,5,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6161N8924,-21.404624,-42.77455,13,5,Pedra Linda,localidade rural,rural,1.0005,Cataguases,3115300
1KME6185N8923,-21.404862,-42.542461,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6184N8923,-21.405231,-42.552115,1,1,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6183N8923,-21.4056,-42.561769,2,1,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6182N8923,-21.405968,-42.571423,0,0,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6181N8923,-21.406336,-42.581077,4,2,Aracati de Minas,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6180N8923,-21.406704,-42.590731,18,8,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6179N8923,-21.407071,-42.600385,2,1,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6178N8923,-21.407438,-42.610039,1,1,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6177N8923,-21.407805,-42.619693,89,28,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6176N8923,-21.408172,-42.629347,9,2,Hermenegildo Marote,bairro,rural,1.0007,Cataguases,3115300
1KME6175N8923,-21.408538,-42.639001,3,1,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6174N8923,-21.408904,-42.648656,17,6,Aracati de Minas,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6173N8923,-21.409269,-42.65831,13,4,Aracati de Minas,distrito urbano,urbana,1.0007,Cataguases,3115300
1KME6172N8923,-21.409635,-42.667964,2163,796,Taquara Preta,bairro,urbana,1.0006,Cataguases,3115300
1KME6171N8923,-21.409999,-42.677618,1022,365,Taquara Preta,bairro,urbana,1.0006,Cataguases,3115300
1KME6170N8923,-21.410364,-42.687273,3389,1256,São Pedro,bairro,urbana,1.0006,Cataguases,3115300
1KME6169N8923,-21.410728,-42.696927,913,325,Chácara Paraíso,bairro,urbana,1.0006,Cataguases,3115300
1KME6168N8923,-21.411092,-42.706581,23,9,Primavera,bairro,urbana,1.0006,Cataguases,3115300
1KME6167N8923,-21.411456,-42.716236,2,1,Bonsucesso,bairro,urbana,1.0006,Cataguases,3115300
1KME6166N8923,-21.411819,-42.72589,9,2,Barão de Camargos,localidade rural,urbana,1.0006,Cataguases,3115300
1KME6165N8923,-21.412182,-42.735545,14,5,Barão de Camargos,localidade rural,urbana,1.0006,Cataguases,3115300
1KME6164N8923,-21.412545,-42.745199,3,2,Barão de Camargos,localidade rural,rural,1.0006,Cataguases,3115300
1KME6163N8923,-21.412908,-42.754854,1,1,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6162N8923,-21.41327,-42.764508,0,0,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6186N8922,-21.413501,-42.532411,6,2,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6161N8923,-21.413632,-42.774163,10,2,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6185N8922,-21.41387,-42.542065,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6160N8923,-21.413993,-42.783817,11,6,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6184N8922,-21.414239,-42.551719,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6183N8922,-21.414608,-42.561374,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6182N8922,-21.414976,-42.571028,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6181N8922,-21.415344,-42.580682,3,1,Vista Alegre,distrito rural,rural,1.0008,Cataguases,3115300
1KME6180N8922,-21.415712,-42.590337,11,4,Vista Alegre,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6175N8922,-21.417546,-42.638609,0,0,Lajinha,localidade rural,rural,1.0007,Cataguases,3115300
1KME6174N8922,-21.417912,-42.648264,0,0,Valão,localidade rural,rural,1.0007,Cataguases,3115300
1KME6173N8922,-21.418277,-42.657918,0,0,Taquara Preta,bairro,urbana,1.0007,Cataguases,3115300
1KME6172N8922,-21.418642,-42.667573,0,0,Valão,localidade rural,urbana,1.0006,Cataguases,3115300
1KME6171N8922,-21.419007,-42.677227,1244,444,Taquara Preta,bairro,urbana,1.0006,Cataguases,3115300
1KME6170N8922,-21.419372,-42.686882,445,148,Ibraim Mendonça,bairro,urbana,1.0006,Cataguases,3115300
1KME6169N8922,-21.419736,-42.696537,20,10,Ibraim Mendonça,bairro,urbana,1.0006,Cataguases,3115300
1KME6168N8922,-21.4201,-42.706191,0,0,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6167N8922,-21.420464,-42.715846,3,1,Bonsucesso,bairro,rural,1.0006,Cataguases,3115300
1KME6166N8922,-21.420827,-42.725501,3,1,Barão de Camargos,localidade rural,rural,1.0006,Cataguases,3115300
1KME6165N8922,-21.421191,-42.735156,3,1,Piacatuba,distrito urbano,rural,1.0006,Cataguases,3115300
1KME6164N8922,-21.421553,-42.744811,0,0,Piacatuba,distrito urbano,rural,1.0006,Cataguases,3115300
1KME6163N8922,-21.421916,-42.754465,8,5,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6162N8922,-21.422278,-42.76412,0,0,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6186N8921,-21.422509,-42.532015,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6161N8922,-21.42264,-42.773775,2,1,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6185N8921,-21.422878,-42.541669,1,1,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6160N8922,-21.423001,-42.78343,2,1,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6184N8921,-21.423247,-42.551324,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6159N8922,-21.423363,-42.793085,4,2,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6183N8921,-21.423616,-42.560979,2,1,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6182N8921,-21.423984,-42.570633,5,2,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6181N8921,-21.424352,-42.580288,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6175N8921,-21.426554,-42.638217,0,0,Aracati de Minas,distrito rural,rural,1.0007,Cataguases,3115300
1KME6174N8921,-21.42692,-42.647872,4,1,Leopoldina,cidade,rural,1.0007,Cataguases,3115300
1KME6173N8921,-21.427285,-42.657527,0,0,Leopoldina,cidade,rural,1.0007,Cataguases,3115300
1KME6172N8921,-21.427651,-42.667182,36,14,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6171N8921,-21.428016,-42.676836,0,0,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6170N8921,-21.42838,-42.686491,7,2,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6169N8921,-21.428745,-42.696146,4,1,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6168N8921,-21.429109,-42.705802,0,0,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6165N8921,-21.430199,-42.734767,14,4,Piacatuba,distrito urbano,rural,1.0006,Cataguases,3115300
1KME6164N8921,-21.430562,-42.744422,1,1,Piacatuba,distrito urbano,rural,1.0006,Cataguases,3115300
1KME6163N8921,-21.430924,-42.754077,10,3,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6162N8921,-21.431286,-42.763732,0,0,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6161N8921,-21.431648,-42.773388,5,2,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6185N8920,-21.431886,-42.541274,7,4,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6160N8921,-21.43201,-42.783043,25,11,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6184N8920,-21.432255,-42.550929,8,2,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6159N8921,-21.432371,-42.792698,9,4,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6183N8920,-21.432624,-42.560584,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6182N8920,-21.432992,-42.570239,6,2,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6181N8920,-21.43336,-42.579894,0,0,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6180N8920,-21.433728,-42.589549,6,3,Vista Alegre,distrito urbano,rural,1.0007,Cataguases,3115300
1KME6175N8920,-21.435562,-42.637824,0,0,Leopoldina,cidade,rural,1.0007,Cataguases,3115300
1KME6174N8920,-21.435928,-42.64748,1,1,Leopoldina,cidade,rural,1.0007,Cataguases,3115300
1KME6171N8920,-21.437024,-42.676445,8,3,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6170N8920,-21.437389,-42.686101,0,0,Valão,localidade rural,rural,1.0006,Cataguases,3115300
1KME6169N8920,-21.437753,-42.695756,10,2,Piacatuba,distrito urbano,rural,1.0006,Cataguases,3115300
1KME6162N8920,-21.440295,-42.763344,2,1,Caridade,localidade rural,rural,1.0005,Cataguases,3115300
1KME6161N8920,-21.440657,-42.773,11,4,Caridade,localidade rural,rural,1.0005,Cataguases,3115300
1KME6160N8920,-21.441018,-42.782655,11,5,Caridade,localidade rural,rural,1.0005,Cataguases,3115300
1KME6159N8920,-21.44138,-42.792311,11,3,Engenho,localidade rural,rural,1.0005,Cataguases,3115300
1KME6182N8919,-21.442,-42.569844,3,1,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6181N8919,-21.442369,-42.579499,9,3,Vista Alegre,distrito urbano,rural,1.0008,Cataguases,3115300
1KME6161N8919,-21.449666,-42.772612,4,1,Caridade,localidade rural,rural,1.0005,Cataguases,3115300
1KME6160N8919,-21.450027,-42.782268,0,0,Piacatuba,distrito urbano,rural,1.0005,Cataguases,3115300
1KME6160N8918,-21.459036,-42.781881,0,0,Piacatuba,distrito urbano,rural,1.0005,Cataguases,3115300
